1430,2021-05-17,"If I pay someone to build me a house, I have a house and they have fiat. We converted energy into a house and fiat.<p>If I convert the same amount of energy into crypto, I have nothing with intrinsic value.<p>And before you say that fiat has no intrinsic value, consider that most people have fiat debt (loans, taxes, wages, etc.) that they can pay off with it. Currently very few people have any crypto debt.",finance,general,finance
1455,2021-05-17,"I had a website I built using Dreamweaver in college 15 years ago. The hosting was provided by the school, everyone had a FTP server under their name that they could put files on.<p>The site of course was removed after I graduated, but I still had some of the articles I put on in Word form. Many years later, when I learned HTML&#x2F;CSS, I&#x27;d post those old articles on the new sites I created. I believe I still have some music reviews I wrote wayy back in 2004.",web/mobile,general,web/mobile
1443,2021-05-17,"&gt; Server-side web app development was somewhat limited by the lack of a mature ORM.<p>I assume you mean a mature ORM written in pure Kotlin with this statement. Because Kotlin interopts so well with Java, you can use any of the battle tested web frameworks like Spring (Boot) with ORM&#x27;s like Hibernate. Most of these frameworks&#x2F;libraries even have additional kotlin extensions to enhance the experience.<p>Kotlin + Spring + Postgres is my default stack to do a web&#x2F;api project in 2021. Super productive environment with good configuration&#x2F;cloud&#x2F;di&#x2F;orm support and a huge ecosystem of available libraries.",web/mobile,finance,web/mobile
1494,2021-05-17,Shouldn’t it be AI Arnold 2.0 or Skynet something?,AI/Data Science,job/career,AI/Data Science
1521,2021-05-17,Or Salesforce?,AI/Data Science,general,devops/OS
1560,2021-05-17,"I think these problems are somewhat intertwined.<p>One person&#x27;s feature is another person&#x27;s increase in the exploit surface. An OS with enough features to be the most popular one on the planet may always end up with the most security holes.<p>I can, anecdotally, name at least one example where cross-platform had a feature that was trivial on Windows, and nearly impossible to implement on MacOSX (until Apple widened the graphics API to make it much easier because they needed the feature for QuickTime)... because it required one process to be able to render into the windows owned by another process. This enabled all kinds of cool features... Including the ability to spoof a dialog box in another app that made it look like it was asking for your credentials, while sending the data to an attacking app.",web/mobile,devops/OS,general
1648,2021-05-17,"enabling uefi secure boot is another. full disk encryption typically does not work with  UEFI , so upgrading  t to windows 10 will make you immune  to this. WIndows 7 uses legacy settings. Surprised the &#x27;expert&#x27; on security  would not notice this much better solution.",devops/OS,devops/OS,devops/OS
1682,2021-05-17,"Don&#x27;t know much about Georgia, but even though Ukraine the leadership is against Russia, they do have part of the country that&#x27;s favorable (mainly it was Russians that were moved to live in Ukraine during the Soviet era).",finance,finance,general
1716,2021-05-17,&gt;I can&#x27;t see any reason for 128kbs<p>A lower price tier? Or even a Freemium model. Considering most of them are already available on Youtube. As strange as this may sound I dont think Streaming is the business model that will save Music industry. And despite the headlines ( whatever MSM likes to print these days ) most artist&#x27;s real income are from somewhere else.,finance,finance,finance
1724,2021-05-17,"&gt; There have been more than enough examples (cough intel *cough) of monopolistic practices caused by unfair market practices. Using dominance to force suppliers to exclusive use of your products is not a practice enabled by the state.<p>Microchip fabrication is a very lucrative business, so why aren&#x27;t there more competitors to Intel? I can think of at least two reasons:<p>1. It&#x27;s a very capital-intensive industry. Here all government disincentives to saving, investment and business operation apply, mostly in the way of taxes, but also things like the SEC &quot;accredited investor&quot; qualification, restrictions to investment from foreign sources, barriers to crowdsourcing, licenses and bureaucracy, and a long etcetera.<p>2. Patents and copyright. Because of these government-granted monopolies competitors cannot copy products, so they represent another barrier to entry. Granted the idea behind patents is to incentivize private-funded research, but the drawback is reduced competition for the time the patents lasts. I believe patents are too long-lived in a world that moves at an ever-increasing pace.<p>If there were more real competitors there would be more suppliers willing to not sign with Intel. There would also be more competitors in the supplying space, of course.<p>&gt;&gt; Private ownership of all land might help<p>&gt; Rivers too? And then what? I can sue you for polluting my downstream, but it&#x27;s OK if a company just buys up the whole river, then they can ruin it to their heart&#x27;s content?<p>People rarely ruin their own property, on the contrary they make an effort to preserve it and keep their value high. Public-owned property, on the other hand, has no such incentive. This is why people don&#x27;t treat a hotel room or AirBnB with the same care as their own house. Like it or not humans are moved by incentives, not by ideals, so we should take that into account when designing our policies. In other words: policies should be judged by their results, not by their intentions.<p>In the case of the river it might make sense to have some kind of joint ownership by people and&#x2F;or companies involved with it. Please notice that private ownership doesn&#x27;t mean individual. Even assuming that a single company or individual owns the river and that they have more to gain by polluting the river than keeping it clean, they couldn&#x27;t just dump whatever they want in there, as it gets to the sea. An effort should be made to factor in all negative externalities.<p>&gt; This is just nonsense.<p>I don&#x27;t think so, and neither do many renowned economists. I think you lack imagination or are misconstruing the libertarian proposals. The idea is not &quot;get rid of every and all regulations&quot;, but being aware that regulations, taxes and centralization of the economy have rippling effects that, when combined, greatly reduce the wealth generation for all of us.",finance,finance,finance
1737,2021-05-17,"Sorry, we don&#x27;t support self-hosting yet.",devops/OS,job/career,devops/OS
1733,2021-05-17,"If poor people cannot vote, it is voter suppression and not acceptable. This is not about reaching perfection, it is about not backsliding to exclude a major demographic.",general,web/mobile,general
1729,2021-05-17,"Adolph Hitler I presume?<p>Covid discussions are OFF FUCKING TOPIC!<p>&quot;Off-Topic: Most stories about politics,&quot;",general,web/mobile,general
1754,2021-05-17,"Not as awesome as you think. The IOD is on the older process because it benefits comparatively little from transistor shrinks. (Logic-level IO transistors have to be physically large, with thicker gate oxides.) But it will help some.",general,web/mobile,general
1751,2021-05-17,"Not sure why this is downvoted.  An exUSSR license was very common in shareware whose authors were themselves from the region.  WinRAR and FAR are examples, but there are certainly more.",general,web/mobile,general
1040,2021-05-16,"It&#x27;s not the cone, it&#x27;s what the cone represents. Are there workers nearby? Is there a downed tree or powerline? Is the road unfinished? Is there a big sinkhole ahead?",AI/Data Science,web/mobile,AI/Data Science
1763,2021-05-17,"Completely agree.  My thinking was simply: I know my Dad held himself to that standard.  And the only way that <i>I&#x27;d</i> be willing to fly a plane is if I was willing to hold <i>myself</i> to that high of a standard, but as I&#x27;m not a pilot, I don&#x27;t feel that I have enough knowledge to pass judgement on pilots (or others) who feel that there are circumstances to many crashes that should not be blamed on the pilot.<p>I think my Dad applied that to small plane&#x2F;private pilots, rather than commercial, as well.  While it might make someone with that absolutest thinking feel good to say &quot;The pilot should have known someone&#x27;s phone battery was nearing explosion before it blew a hole in the aircraft and required an emergency landing&quot;, I think my Dad would land somewhere in the territory of &quot;If the pilot had a reasonable way of preventing the problem and didn&#x27;t, it doesn&#x27;t matter if it was negligence or lack of creative thinking&quot;.  Me, I define that &quot;reasonable way of preventing&quot; as &quot;it&#x27;s in the checklist&quot;.  I think my Dad would expect a <i>whole lot more</i>.<p>And even though I&#x27;d be more forgiving in my judgement of pilots, I can&#x27;t fault him for his thinking.  Every time something unexpected&#x2F;dangerous happened in the air to him, he wouldn&#x27;t get back up in the plane until he had figured out how to eliminate&#x2F;greatly reduce the risk.  When telling the <i>story</i> of what happened, he&#x27;d <i>point out</i> why it was his fault[1] and I don&#x27;t doubt that he believed that when nobody was looking.<p>Over the years, he added a device to monitor the exhaust temp after the pipe blew threw the front of the aircraft and made the plane into a fireworks show of ignited exhaust.  He added these strange (very inexpensive) rubber wire-like things to various parts of the wings after being struck by lightening which broke his radio, resulting in an interesting problem with getting clearance for landing[0].  He owned the plane with a partner who used it on the weekends, occasionally (they paid the company to use the plane), and they both had this same philosophy, so by the time he sold it, there were more gadgets attached to the dashboard than built into it.  They had a weather radar gadget that was hypnotic to watch.<p>I can&#x27;t think of a single incident my dad encountered in the air that would have fallen anywhere near the category of &quot;skill-related&#x2F;irresponsible failure&quot;.  It was <i>always</i> a mechanical fault where the plane lacked any way of detecting&#x2F;alerting the pilot and there was no other way for the pilot to confirm, before take-off, that the condition would not occur.  And weather at Romeo airport can switch on a dime in the winter[1], which he managed with radar on his plane.  Outside of the small explosion and an occasional hit from a bird, the plane was never damaged&#x2F;crash landed or even had a non-runway emergency landing[2] despite losing the engine a few times and having many, many other problems.<p>Often these things just sat and monitored things that should <i>never</i> fail -- in the case of the exhaust heat, a separate fault caused the excess heat, which caused the (very small) explosion -- it should never have gotten that hot, but were it to get that hot, it didn&#x27;t have to result in a fault or even an unscheduled landing.  For the lightening, adding the $3 wires, apparently, eliminates the threat entirely.  And despite <i>all</i> of the flying he did, I don&#x27;t think he ever encountered the same kind of (or even related) problem more than once.  That&#x27;s about as perfect a score as you can get, in my opinion. :)<p>[0] I was told this as a kid and probably have most of it wrong, but he had these extremely bright flashlights as part of his emergency kit (strange, ABS plastic, four C-cells, not mag-lite, but these were <i>damn</i> bright); they were for Morse-code signalling (had both an on-off switch and a button that turned it on when depressed and off when released).  He somehow had to notify the tower and receive a reply using the flashlight -- I imagined he flew the plane past the windows like in the movies, but it was probably less dramatic.<p>[1] He frequently ended up landing&#x2F;having to get a ride from Oakland County International because of weather he wasn&#x27;t willing to land in -- I don&#x27;t know how the licensing works with that, but after he got his IFR but before he got the remaining (something related to a Loran-C and weather), he&#x27;d enter his flight plan and find out he wasn&#x27;t allowed to fly due to weather.  That stopped after he &quot;leveled up his license a few times&quot; over an expensive 3-year period.<p>[2] The closest he was to that would have been nearly having to do an emergency landing at Selfridge ANG.  This was the early 90s, so who knows what this looks like today (and my recollection is lacking) -- IIRC, it would have been illegal for him to land there, but in an emergency, they&#x27;ll accommodate.  I remember him saying something about losing his license&#x2F;having it suspended had he done it but I don&#x27;t know the details.",general,finance,general
1779,2021-05-17,They might have meant to write getc() or getchar()...,web/mobile,general,web/mobile
1072,2021-05-16,"Studies and evidence points to circles being safer and more fluid for traffic flow. The larger, the more flow.<p>As cars near a circle they need to slow down, follow the rules and allow some error. Being more cautious prevents more crashes and allow for more flow.<p>Automatic signals can be wrong, and promote reckless behaviour, confusion, less flow and more stops.<p>UK is all circles, with most of Europe following.",AI/Data Science,finance,AI/Data Science
1145,2021-05-16,"From the paper&#x27;s discussion section:<p>&quot;Interestingly, the arterial pressure of CO2 tended to be decreased in the l-EVA group, presumably due to the excellent O2 - and CO2-carrying capacity of perfluorochemicals (50 mL O2&#x2F;dL and 160–210 mL CO2&#x2F;dL, respectively), while the arterial pH did not change in our experiment. These results indicate that perfluorochemicals also act as an adsorbent for elevated CO2, indicating a need for future follow-up studies of gas exchange mechanisms.&quot;",AI/Data Science,finance,general
1078,2021-05-16,"The first cone was placed a few feet to the right of the lane divider. That and that the next cone was on the divider indicated that the right lane was closed.<p>I wonder if the traffic on the left lane somehow shifted the code&#x2F;network into favoring that it was only the right lane that was closed. That may have gotten it moving after the first hang up.<p>However, once it turned into the left lane and passed the first cone (which was offset to the right of the divider), it saw the second cone placed in the center and forgot that it was the right lane that was closed.<p>I think it pulled over because it thought that both lanes were closed or did not know which one was closed. It’s modeling of a sequence of cones closing lanes and retention of that model seems inadequate.",AI/Data Science,finance,AI/Data Science
608,2021-05-16,"If one really cares about accuracy, why not getting a globe.",AI/Data Science,general,AI/Data Science
1720,2021-05-17,"Hehe, it would!<p>In the Ai world it&#x27;s called overfitting.<p>Great term, happy to illuminate :)",AI/Data Science,web/mobile,AI/Data Science
1637,2021-05-17,Well… maybe some cool AI would help here… We already have it for images!,AI/Data Science,job/career,AI/Data Science
1431,2021-05-17,"&gt; the driver assist features hit a sweet spot: warning of other vehicles in blind spots, lane following, etc.<p>Actually all I want from &quot;AI&quot;.",AI/Data Science,web/mobile,AI/Data Science
1512,2021-05-17,"The latest iPad Pro does use M1.<p>It&#x27;s more accurate to say that M1 made the jump <i>from</i> the A14 chips already in iPhones, as it&#x27;s an enhanced variation of that design.",AI/Data Science,general,AI/Data Science
1714,2021-05-17,"YouTube ads are so ridiculously annoying these days. I get Peloton ads ALL the time. I will never, ever buy one. And I ALWAYS press skip. But still, the amazing AI keeps showing me f*ing Peloton ads.",AI/Data Science,finance,AI/Data Science
851,2021-05-16,Machine learning has probably closed most of the gap in pattern matching the scene but humans are still magnitudes better at predicting intentions and communicating instantly with the other drivers with little more than a glance.<p>This is why chaotic traffic situations without lane markings or signals can still move fluidly without crashes. Autonomous vehicles would be at a standstill in that situation.,AI/Data Science,finance,AI/Data Science
1738,2021-05-17,"Are you familiar with temporal interference stimulation? I wonder if this could be induced through high-power radio waves.<p><a href=""https:&#x2F;&#x2F;www.cell.com&#x2F;cell-systems&#x2F;pdf&#x2F;S2405-4712(20)30372-0.pdf"" rel=""nofollow"">https:&#x2F;&#x2F;www.cell.com&#x2F;cell-systems&#x2F;pdf&#x2F;S2405-4712(20)30372-0....</a>",AI/Data Science,finance,general
1562,2021-05-17,"Yup. I&#x27;m one of those folks who thinks that RAS syndrome is an entertaining and occasionally useful language quirk, and not at all a problem.<p>For example, even within a computing context, saying &quot;Fish shell&quot; just might help someone understand that you&#x27;re talking about the Unix shell and not the cipher, and would always help someone who&#x27;s not familiar with Fish to at least understand that you&#x27;re talking about an alternative Unix shell.<p>By contrast, whenever someone posts a Hacker News article about ML, the first comment is invariably someone complaining that they thought it would be about machine learning, and this is unnecessarily confusing, and a borderline injustice, it should change its name, etc. It would probably be easier for everyone involved if it were idiomatic to say &quot;ML language&quot;, even thought doing so would be redundant.",general,finance,AI/Data Science
575,2021-05-16,"Oh, I hadn&#x27;t realized this was written before the 2012 &quot;machine learning revolution&quot;",web/mobile,general,AI/Data Science
432,2021-05-15,"Reproducibility is one thing I like about AI research. If they provide the model, I can take on my own computer and test it against whatever I want and judge it.<p>Most things in science is almost impossible to reproduce because of cost or specialized equipment.",AI/Data Science,general,AI/Data Science
1297,2021-05-16,"The question was rather, what would the future of Windows have looked liked <i>with</i> Windows 10x. I&#x27;d say pretty bleak. If Win32 support wasn&#x27;t perfect at launch (and AFAIK it was planned to not even support Win32 initially) it would be dead on arrival, everybody would stick with their &quot;proper&quot; Windows version instead of upgrading. New buyers would wonder why their new Windows PC doesn&#x27;t run any games and either return the PC or &quot;downgrade&quot; to Win10.<p>The whole idea didn&#x27;t make any sense from the start. There are better devices and operating system options out there that don&#x27;t run Windows applications. Why should I pick Win10X?",devops/OS,finance,devops/OS
607,2021-05-16,"Comparing Javascript to other dynamic languages its comparable and indeed has some nice features - e.g. self style prototypes.  If you compare it to more type safe languages like Java, C, Swift, Kotlin etc then it has major flaws. The dynamic languages are great for making little scripts or small-medium size one man projects, they fall down when you need to build something larger with lots of people and lots of code. If you include the problems of javascript with running it into the limited environment of the browser then there is much room for complaint.<p>I think a lot of the arguments are due to the clash of these two opposing mindsets, people who start in javascript and build things in a browser think it&#x27;s great, people who build enterprise applications with typed languages disagree, often strongly.",web/mobile,web/mobile,web/mobile
168,2021-05-15,"That is just javascript trivia that one rarely encounters in real code, and shouldn&#x27;t be used to dismiss the entire language.",web/mobile,web/mobile,web/mobile
815,2021-05-16,"Why hate JSX? There are lots of benefits to it, like debuggability and variable scoping rules are exactly those of javascript. Templating languages, on the otherhand, are not debuggable and have awkward scoping rules. And, they always feel broken in one way or another.<p>JSX is not magical which is what I appreciate the most about it.",web/mobile,finance,web/mobile
617,2021-05-16,"One thing I hate about the modern web is pages that load with lots of missing content &#x2F; empty components and then download and render that content afterward.<p>Is this a React thing?<p>Waiting for the extra request(s) adds lag time, makes back&#x2F;forward navigation clunky, interrupts what I was doing if I already began interacting with the page (eg. infamous relayout &#x2F; unwanted scroll) and sometimes breaks snapshotting tools like archive.is.<p>I don&#x27;t mind pages with javascripted controls, but their initial content should be included in the payload with the initial page load.  Don&#x27;t the frameworks have tools to help you do that?",web/mobile,general,web/mobile
1746,2021-05-17,"Java has had an Http Server implementation included in it since 1.6 (the &quot;since&quot; attribute on the page)<p><a href=""https:&#x2F;&#x2F;docs.oracle.com&#x2F;javase&#x2F;8&#x2F;docs&#x2F;jre&#x2F;api&#x2F;net&#x2F;httpserver&#x2F;spec&#x2F;com&#x2F;sun&#x2F;net&#x2F;httpserver&#x2F;HttpServer.html"" rel=""nofollow"">https:&#x2F;&#x2F;docs.oracle.com&#x2F;javase&#x2F;8&#x2F;docs&#x2F;jre&#x2F;api&#x2F;net&#x2F;httpserver...</a>",web/mobile,web/mobile,web/mobile
727,2021-05-16,Dude. 5 different ways to handle asynchrony and zero consensus on which is best. A dynamic type system that contains errors like &quot;null is null or not an object&quot;.  A number system that consists of entirely of floats. Var let const. hoisting. Classes that are sugar on top of prototypes. Classes intermixed with prototypes.  The fact that typescript exists says so much.<p>I think of javascript like perl.  It makes things work where you need it but god I don&#x27;t want to work on a codebase of more than a few files.,web/mobile,finance,web/mobile
1124,2021-05-16,"There has been also speculation about adopting Linux kernel, but I don’t think there’s any evidence pointing to this direction.<p>I think this must be one option that is (or was) on table if they are also thinking about rebuilding whole windows.",devops/OS,finance,devops/OS
1490,2021-05-17,"&gt; I think the issue is that if you use linux you are usually smart enough to not get infected, windows users are the majority and thus get hit more.<p>It&#x27;s been a long time since &quot;using linux&quot; meant you&#x27;re &quot;smart enough to...&quot;  Probably around the time corporate IT departments everywhere realized Linux on x86 was cheaper than Solaris and could still get the job done.",devops/OS,general,devops/OS
1701,2021-05-17,BTW if you have N windows and you want to quit Firefox without closing any of the windows:<p>File &gt; Exit (ctrl-shift-q),devops/OS,general,web/mobile
1537,2021-05-17,"For sure, there are dumb linux users and smart windows users. But the percentage is skewed since you generally don&#x27;t use linux unless you have a minimum amount of skill; especially on desktop there are WAY more non proficient windows users than non proficient linux users + windows is preinstalled on basically every consumer device.",devops/OS,devops/OS,devops/OS
1603,2021-05-17,"I would wager the ideal goal of the vast majority of people would be increasing income due to wanting to consume more and more, for various reasons, but at its most basic, for the reason of attracting mates.",finance,finance,finance
1466,2021-05-17,"My understanding of organized crime in general is that this is more-or-less what it looks like. Sustainable organized crime finds a niche and stays in it. It ends up like any other large, long-lived business; optimized for its niche, vulnerable to niche disruption, and conservative about branching out because of the risk of compromise to its core competencies.",finance,general,general
1681,2021-05-17,"Yup and as recently as 24 months ago, $3B would still have been somewhat pricey at their revenue and growth rate. It&#x27;d be very hard for me personally to justify investing in a product that is in such a competitive market without product moats. It seems like with an absence of product differentiation Monday.com is aiming to differentiate via marketing, which is a very expensive way to grow.",finance,finance,finance
1486,2021-05-17,He acknowledges this at the very end of the video. I could see it potentially being used to track for anti-theft purposes while it sits on a shelf or table at say a booth during a festival or something like that. The person selling it can just deactivate the AirTag after the item is sold. Could make financial sense for higher end items.,finance,general,finance
1649,2021-05-17,Gambling is already a huge part of esports. Huge. Getting a glimpse into that world helped me make sense of the whole phenomenon. (as in: oh <i>that&#x27;s</i> why there&#x27;s so much money in esports),finance,finance,general
1379,2021-05-17,"In my experience most of these use cases are handled on linux by the window manager calling a script that sends a message to the relevant application, e.g. over dbus.",web/mobile,job/career,devops/OS
771,2021-05-16,"It’s completely normal to have this sort of things in low-level code bases. Both C++ and Rust have refcounting smart pointers in their standard libraries, and bespoke refcounting schemes are regular occurrences in C codebases (the Linux kernel has tons of refcounting, so much so that it has a utility file for reference counters: <a href=""https:&#x2F;&#x2F;github.com&#x2F;torvalds&#x2F;linux&#x2F;blob&#x2F;master&#x2F;include&#x2F;linux&#x2F;refcount.h"" rel=""nofollow"">https:&#x2F;&#x2F;github.com&#x2F;torvalds&#x2F;linux&#x2F;blob&#x2F;master&#x2F;include&#x2F;linux&#x2F;...</a>)",devops/OS,finance,devops/OS
1102,2021-05-16,"Do you know anything about the future open-source modems? Most promising project I&#x27;ve seen is working on the PinePhone modem <a href=""https:&#x2F;&#x2F;linuxsmartphones.com&#x2F;hackers-develop-open-source-firmware-for-the-pinephone-modem-use-it-to-make-phone-calls&#x2F;"" rel=""nofollow"">https:&#x2F;&#x2F;linuxsmartphones.com&#x2F;hackers-develop-open-source-fir...</a>",web/mobile,web/mobile,devops/OS
147,2021-05-15,"The situation with steaming services only supporting a lower resolution on certain platforms reminds me of skype only supporting a certain resolution if you didn&#x27;t buy a logitech camera or only supporting a lower maximum number of people in a video call if you weren&#x27;t using an intel CPU.<p>It&#x27;s a scam with no technical justifications that would magically disappear if there were enough users demanding it.<p>Most users may need the ability to read word files but proportionally few need word. Photoshop is far less useful yet. Out of 4.7B internet users 22M are using photoshop. 1 out of 213 internet users need photoshop now. Bloom is an app that costs you $50 once if gimp doesn&#x27;t suit. Instead of paying by the month you pay if you want the updated version.<p>Nobody on earth needs little snitch. It&#x27;s literally a fix for one of two things. Applications you don&#x27;t actually trust that want to phone home and people keeping their cracked applications from realizing they are cracked. The actual solution is not to run applications you don&#x27;t trust. Don&#x27;t pirate software and don&#x27;t install untrustworthy garbage. This is literally the reason why there isn&#x27;t a good solution for this on Linux. There isn&#x27;t an actual use case. It&#x27;s a solution in search of a problem.<p>Incidentally KDE has good hidpi support out of the box but a few applications need particular configuration. Takes about 10 minutes to read an article and configure stuff. Add 3 more minutes if you need to configure this yourself by setting environmental variables.<p><a href=""https:&#x2F;&#x2F;wiki.archlinux.org&#x2F;title&#x2F;HiDPI"" rel=""nofollow"">https:&#x2F;&#x2F;wiki.archlinux.org&#x2F;title&#x2F;HiDPI</a><p>Works well even on mixed DPI even on plain old X11. I can&#x27;t speak for trackpads because I regard them as pretty crappy I&#x27;d prefer a small blutooth mouse even on the go. I&#x27;ve only tested the Mac trackpad in a show room I didn&#x27;t find it particularly better or worse.",web/mobile,general,devops/OS
1736,2021-05-17,"I wouldn&#x27;t mistake popularity with attention. Dart is actually super actively developed and I am still saying in the year 2021 that it is going to become a very big deal once Fuschia drops which could be as early as this week at I&#x2F;O.<p><a href=""https:&#x2F;&#x2F;github.com&#x2F;dart-lang&#x2F;sdk&#x2F;graphs&#x2F;commit-activity"" rel=""nofollow"">https:&#x2F;&#x2F;github.com&#x2F;dart-lang&#x2F;sdk&#x2F;graphs&#x2F;commit-activity</a>",web/mobile,web/mobile,web/mobile
1293,2021-05-16,Modernization?  The deadlines are tight and the focus will be all about getting done as fast as possible before the inventory of replacement parts dries up too.<p>I have ended up raiding the warranty return bin for fixable boards in my small startup.  Its easier to repair the returned boards right now than order new ones.,job/career,devops/OS,job/career
1342,2021-05-17,They’re not for you. They’re for your manager’s manager to get abstract stats reports,job/career,web/mobile,job/career
1578,2021-05-17,"&quot;In Russia, for example, authorities there generally will not initiate a cybercrime investigation against one of their own unless a company or individual within the country’s borders files an official complaint as a victim. Ensuring that no affiliates can produce victims in their own countries is the easiest way for these criminals to stay off the radar of domestic law enforcement agencies.&quot;<p>From the article. So I guess it is the same principle.",general,general,general
1571,2021-05-17,"Considering the proliferation of music remixing social media services (i.e. Tiktok) and the cheap price of storage, maybe even casual users can benefit from lossless these days.",general,general,general
1778,2021-05-17,That sounds like a good bargain. The downside is that the MTA would no longer have as good of a reason to incentivize ridership. I feel like there&#x27;d be a lot of negative side effects to a change like that.,general,general,general
